locus_idx,locus_mean_af,soup_contribution,alpha
52234,0.25000000,0.00315493,0.01261973
52235,0.02500000,0.00031549,0.01261973
52236,0.19047619,0.00240376,0.01261973
52237,0.05555556,0.00070110,0.01261973
52238,0.08823529,0.00111351,0.01261973
52239,0.00000000,0.00000000,0.01261973
52240,0.00000000,0.00000000,0.01261973
52241,0.00000000,0.00000000,0.01261973
52242,0.00000000,0.00000000,0.01261973
52243,0.33333333,0.00420658,0.01261973
52244,0.00000000,0.00000000,0.01261973
52245,0.50000000,0.00630987,0.01261973
52246,0.00000000,0.00000000,0.01261973
52247,0.37500000,0.00473240,0.01261973
52248,0.11111111,0.00140219,0.01261973
52249,0.50000000,0.00630987,0.01261973
52250,0.50000000,0.00630987,0.01261973
52251,0.50000000,0.00630987,0.01261973
52252,0.25000000,0.00315493,0.01261973
52253,0.96242038,0.01214549,0.01261973
52254,0.99817073,0.01259665,0.01261973
52255,0.98719464,0.01245813,0.01261973
52256,0.77419355,0.00977012,0.01261973
52257,0.20000000,0.00252395,0.01261973
52258,1.00000000,0.01261973,0.01261973
52259,0.33333333,0.00420658,0.01261973
52260,1.00000000,0.01261973,0.01261973
52261,1.00000000,0.01261973,0.01261973
52262,0.00000000,0.00000000,0.01261973
52263,0.00000000,0.00000000,0.01261973
52264,1.00000000,0.01261973,0.01261973
52265,1.00000000,0.01261973,0.01261973
52266,1.00000000,0.01261973,0.01261973
52267,1.00000000,0.01261973,0.01261973
52268,1.00000000,0.01261973,0.01261973
52269,1.00000000,0.01261973,0.01261973
52270,0.08333333,0.00105164,0.01261973
52271,1.00000000,0.01261973,0.01261973
52272,0.00000000,0.00000000,0.01261973
52273,0.33333333,0.00420658,0.01261973
52274,0.50000000,0.00630987,0.01261973
52275,0.50000000,0.00630987,0.01261973
52276,0.00000000,0.00000000,0.01261973
52277,1.00000000,0.01261973,0.01261973
52278,1.00000000,0.01261973,0.01261973
52279,0.50000000,0.00630987,0.01261973
52280,1.00000000,0.01261973,0.01261973
52281,0.00000000,0.00000000,0.01261973
52282,0.25000000,0.00315493,0.01261973
52283,0.33333333,0.00420658,0.01261973
52284,0.80000000,0.01009579,0.01261973
52285,0.50000000,0.00630987,0.01261973
52286,0.35714286,0.00450705,0.01261973
52287,0.25000000,0.00315493,0.01261973
52288,1.00000000,0.01261973,0.01261973
52289,0.00000000,0.00000000,0.01261973
52290,1.00000000,0.01261973,0.01261973
52291,0.50000000,0.00630987,0.01261973
52292,0.00000000,0.00000000,0.01261973
52293,0.25000000,0.00315493,0.01261973
52294,0.14285714,0.00180282,0.01261973
52295,0.09090909,0.00114725,0.01261973
52296,0.00000000,0.00000000,0.01261973
52297,0.50000000,0.00630987,0.01261973
52298,1.00000000,0.01261973,0.01261973
52299,0.16666667,0.00210329,0.01261973
52300,0.20000000,0.00252395,0.01261973
52301,0.00000000,0.00000000,0.01261973
52302,1.00000000,0.01261973,0.01261973
52303,0.66666667,0.00841316,0.01261973
52304,0.00000000,0.00000000,0.01261973
52305,0.20000000,0.00252395,0.01261973
52306,0.80000000,0.01009579,0.01261973
52307,0.00000000,0.00000000,0.01261973
52308,0.20833333,0.00262911,0.01261973
52309,0.21250000,0.00268169,0.01261973
52310,0.25000000,0.00315493,0.01261973
52311,1.00000000,0.01261973,0.01261973
52312,0.00000000,0.00000000,0.01261973
52313,0.14285714,0.00180282,0.01261973
52314,0.87500000,0.01104227,0.01261973
52315,0.66666667,0.00841316,0.01261973
52316,0.00000000,0.00000000,0.01261973
52317,0.00000000,0.00000000,0.01261973
52318,1.00000000,0.01261973,0.01261973
52319,0.50000000,0.00630987,0.01261973
52320,0.00000000,0.00000000,0.01261973
52321,0.50000000,0.00630987,0.01261973
52322,0.00000000,0.00000000,0.01261973
52323,0.25000000,0.00315493,0.01261973
52324,0.20000000,0.00252395,0.01261973
52325,0.20000000,0.00252395,0.01261973
52326,0.75000000,0.00946480,0.01261973
52327,0.71428571,0.00901409,0.01261973
52328,0.04761905,0.00060094,0.01261973
52329,0.33333333,0.00420658,0.01261973
52330,0.00000000,0.00000000,0.01261973
52331,0.50000000,0.00630987,0.01261973
52332,0.00000000,0.00000000,0.01261973
52333,0.33333333,0.00420658,0.01261973
52334,0.68750000,0.00867607,0.01261973
52335,0.14285714,0.00180282,0.01261973
52336,1.00000000,0.01261973,0.01261973
52337,0.37500000,0.00473240,0.01261973
52338,0.06250000,0.00078873,0.01261973
52339,0.09090909,0.00114725,0.01261973
52340,0.11111111,0.00140219,0.01261973
52341,0.62500000,0.00788733,0.01261973
52342,0.25000000,0.00315493,0.01261973
52343,0.66666667,0.00841316,0.01261973
52344,0.00000000,0.00000000,0.01261973
52345,0.25000000,0.00315493,0.01261973
52346,0.00000000,0.00000000,0.01261973
52347,0.11111111,0.00140219,0.01261973
52348,1.00000000,0.01261973,0.01261973
52349,0.44444444,0.00560877,0.01261973
52350,0.66666667,0.00841316,0.01261973
52351,0.00000000,0.00000000,0.01261973
52352,0.20000000,0.00252395,0.01261973
52353,0.40000000,0.00504789,0.01261973
52354,1.00000000,0.01261973,0.01261973
52355,0.62500000,0.00788733,0.01261973
52356,0.25000000,0.00315493,0.01261973
52357,0.00000000,0.00000000,0.01261973
52358,0.50000000,0.00630987,0.01261973
52359,0.20000000,0.00252395,0.01261973
52360,0.25000000,0.00315493,0.01261973
52361,0.72727273,0.00917799,0.01261973
52362,0.81818182,0.01032524,0.01261973
52363,0.20000000,0.00252395,0.01261973
52364,0.16666667,0.00210329,0.01261973
52365,0.12500000,0.00157747,0.01261973
52366,0.33333333,0.00420658,0.01261973
52367,0.00000000,0.00000000,0.01261973
52368,0.10000000,0.00126197,0.01261973
52369,0.08333333,0.00105164,0.01261973
52370,0.05263158,0.00066420,0.01261973
52371,0.05000000,0.00063099,0.01261973
52372,0.10000000,0.00126197,0.01261973
52373,0.66666667,0.00841316,0.01261973
52374,0.94736842,0.01195554,0.01261973
52375,1.00000000,0.01261973,0.01261973
52376,1.00000000,0.01261973,0.01261973
52377,0.50000000,0.00630987,0.01261973
52378,0.16666667,0.00210329,0.01261973
52379,0.16666667,0.00210329,0.01261973
52380,0.50000000,0.00630987,0.01261973
52381,0.50000000,0.00630987,0.01261973
52382,1.00000000,0.01261973,0.01261973
52383,0.20000000,0.00252395,0.01261973
52384,0.00000000,0.00000000,0.01261973
52385,0.66666667,0.00841316,0.01261973
52386,0.00000000,0.00000000,0.01261973
52387,0.50000000,0.00630987,0.01261973
52388,0.50000000,0.00630987,0.01261973
52389,0.85714286,0.01081691,0.01261973
52390,0.66666667,0.00841316,0.01261973
52391,0.10000000,0.00126197,0.01261973
52392,0.12500000,0.00157747,0.01261973
52393,0.20000000,0.00252395,0.01261973
52394,0.00000000,0.00000000,0.01261973
52395,0.16666667,0.00210329,0.01261973
52396,0.25000000,0.00315493,0.01261973
52397,0.09090909,0.00114725,0.01261973
52398,0.10169492,0.00128336,0.01261973
52399,0.04761905,0.00060094,0.01261973
52400,0.04166667,0.00052582,0.01261973
52401,1.00000000,0.01261973,0.01261973
52402,0.16666667,0.00210329,0.01261973
52403,0.20000000,0.00252395,0.01261973
52404,0.25000000,0.00315493,0.01261973
52405,0.33333333,0.00420658,0.01261973
52406,0.11111111,0.00140219,0.01261973
52407,0.12500000,0.00157747,0.01261973
52408,0.50000000,0.00630987,0.01261973
52409,0.66000000,0.00832902,0.01261973
52410,0.25000000,0.00315493,0.01261973
52411,0.00000000,0.00000000,0.01261973
52412,1.00000000,0.01261973,0.01261973
52413,0.00000000,0.00000000,0.01261973
52414,0.66666667,0.00841316,0.01261973
52415,0.33333333,0.00420658,0.01261973
52416,1.00000000,0.01261973,0.01261973
52417,0.00000000,0.00000000,0.01261973
52418,0.11111111,0.00140219,0.01261973
52419,0.50000000,0.00630987,0.01261973
52420,0.20000000,0.00252395,0.01261973
52421,0.22222222,0.00280439,0.01261973
52422,0.00000000,0.00000000,0.01261973
52423,1.00000000,0.01261973,0.01261973
52424,0.88461538,0.01116361,0.01261973
52425,0.09090909,0.00114725,0.01261973
52426,0.63636364,0.00803074,0.01261973
52427,0.50000000,0.00630987,0.01261973
52428,0.50000000,0.00630987,0.01261973
52429,0.00000000,0.00000000,0.01261973
52430,1.00000000,0.01261973,0.01261973
52431,0.50000000,0.00630987,0.01261973
52432,0.50000000,0.00630987,0.01261973
52433,0.00000000,0.00000000,0.01261973
52434,0.60000000,0.00757184,0.01261973
52435,0.66666667,0.00841316,0.01261973
52436,0.66666667,0.00841316,0.01261973
52437,0.50000000,0.00630987,0.01261973
52438,0.63636364,0.00803074,0.01261973
52439,0.66666667,0.00841316,0.01261973
52440,0.53846154,0.00679524,0.01261973
52441,1.00000000,0.01261973,0.01261973
52442,0.37500000,0.00473240,0.01261973
52443,0.06250000,0.00078873,0.01261973
52444,0.17647059,0.00222701,0.01261973
52445,0.17857143,0.00225352,0.01261973
52446,0.07142857,0.00090141,0.01261973
52447,0.32142857,0.00405634,0.01261973
52448,0.30769231,0.00388299,0.01261973
52449,1.00000000,0.01261973,0.01261973
52450,0.00000000,0.00000000,0.01261973
52451,1.00000000,0.01261973,0.01261973
52452,0.28571429,0.00360564,0.01261973
52453,0.28571429,0.00360564,0.01261973
52454,0.28571429,0.00360564,0.01261973
52455,0.00000000,0.00000000,0.01261973
52456,0.42857143,0.00540846,0.01261973
52457,0.28571429,0.00360564,0.01261973
52458,0.28571429,0.00360564,0.01261973
52459,0.14285714,0.00180282,0.01261973
52460,0.00000000,0.00000000,0.01261973
52461,0.42857143,0.00540846,0.01261973
52462,0.62500000,0.00788733,0.01261973
52463,1.00000000,0.01261973,0.01261973
52464,1.00000000,0.01261973,0.01261973
52465,1.00000000,0.01261973,0.01261973
52466,0.66666667,0.00841316,0.01261973
52467,0.00000000,0.00000000,0.01261973
52468,0.30434783,0.00384079,0.01261973
52469,1.00000000,0.01261973,0.01261973
52470,0.25000000,0.00315493,0.01261973
52471,0.38461538,0.00485374,0.01261973
52472,0.08333333,0.00105164,0.01261973
52473,0.05000000,0.00063099,0.01261973
52474,1.00000000,0.01261973,0.01261973
52475,1.00000000,0.01261973,0.01261973
52476,0.58522727,0.00738541,0.01261973
52477,0.00000000,0.00000000,0.01261973
52478,0.50000000,0.00630987,0.01261973
52479,0.50000000,0.00630987,0.01261973
52480,1.00000000,0.01261973,0.01261973
52481,0.25000000,0.00315493,0.01261973
52482,1.00000000,0.01261973,0.01261973
52483,0.50000000,0.00630987,0.01261973
52484,0.00000000,0.00000000,0.01261973
52485,1.00000000,0.01261973,0.01261973
52486,0.00000000,0.00000000,0.01261973
52487,0.46153846,0.00582449,0.01261973
52488,0.08333333,0.00105164,0.01261973
52489,0.00000000,0.00000000,0.01261973
52490,0.12500000,0.00157747,0.01261973
52491,0.12500000,0.00157747,0.01261973
52492,0.22222222,0.00280439,0.01261973
52493,0.06250000,0.00078873,0.01261973
52494,0.00000000,0.00000000,0.01261973
52495,0.00000000,0.00000000,0.01261973
52496,0.14285714,0.00180282,0.01261973
52497,0.50000000,0.00630987,0.01261973
52498,1.00000000,0.01261973,0.01261973
52499,0.33333333,0.00420658,0.01261973
52500,0.16666667,0.00210329,0.01261973
52501,0.09090909,0.00114725,0.01261973
52502,1.00000000,0.01261973,0.01261973
52503,0.36363636,0.00458899,0.01261973
52504,0.00000000,0.00000000,0.01261973
52505,0.50000000,0.00630987,0.01261973
52506,1.00000000,0.01261973,0.01261973
52507,1.00000000,0.01261973,0.01261973
52508,1.00000000,0.01261973,0.01261973
52509,1.00000000,0.01261973,0.01261973
52510,1.00000000,0.01261973,0.01261973
52511,1.00000000,0.01261973,0.01261973
52512,0.00000000,0.00000000,0.01261973
52513,1.00000000,0.01261973,0.01261973
52514,0.00000000,0.00000000,0.01261973
52515,1.00000000,0.01261973,0.01261973
52516,0.07692308,0.00097075,0.01261973
52517,0.16666667,0.00210329,0.01261973
52518,0.20000000,0.00252395,0.01261973
52519,0.11111111,0.00140219,0.01261973
52520,0.20000000,0.00252395,0.01261973
52521,1.00000000,0.01261973,0.01261973
52522,0.00000000,0.00000000,0.01261973
52523,0.00000000,0.00000000,0.01261973
52524,1.00000000,0.01261973,0.01261973
52525,1.00000000,0.01261973,0.01261973
52526,0.00000000,0.00000000,0.01261973
52527,1.00000000,0.01261973,0.01261973
52528,0.66666667,0.00841316,0.01261973
52529,0.66666667,0.00841316,0.01261973
52530,0.50000000,0.00630987,0.01261973
52531,0.33333333,0.00420658,0.01261973
52532,0.30000000,0.00378592,0.01261973
52533,0.02702703,0.00034107,0.01261973
52534,0.33333333,0.00420658,0.01261973
52535,0.23529412,0.00296935,0.01261973
52536,0.09433962,0.00119054,0.01261973
52537,0.15000000,0.00189296,0.01261973
52538,0.25000000,0.00315493,0.01261973
52539,1.00000000,0.01261973,0.01261973
52540,0.00000000,0.00000000,0.01261973
52541,0.50000000,0.00630987,0.01261973
52542,1.00000000,0.01261973,0.01261973
52543,0.00000000,0.00000000,0.01261973
52544,0.50000000,0.00630987,0.01261973
52545,0.10000000,0.00126197,0.01261973
52546,0.10000000,0.00126197,0.01261973
52547,0.57500000,0.00725635,0.01261973
52548,0.14285714,0.00180282,0.01261973
52549,0.25000000,0.00315493,0.01261973
52550,0.40000000,0.00504789,0.01261973
52551,0.25000000,0.00315493,0.01261973
52552,0.33333333,0.00420658,0.01261973
52553,1.00000000,0.01261973,0.01261973
52554,1.00000000,0.01261973,0.01261973
52555,1.00000000,0.01261973,0.01261973
52556,1.00000000,0.01261973,0.01261973
52557,0.00000000,0.00000000,0.01261973
52558,0.00000000,0.00000000,0.01261973
52559,0.13333333,0.00168263,0.01261973
52560,1.00000000,0.01261973,0.01261973
52561,0.50000000,0.00630987,0.01261973
52562,0.00000000,0.00000000,0.01261973
52563,0.50000000,0.00630987,0.01261973
52564,0.00000000,0.00000000,0.01261973
52565,0.50000000,0.00630987,0.01261973
52566,0.00000000,0.00000000,0.01261973
52567,0.20000000,0.00252395,0.01261973
52568,0.20000000,0.00252395,0.01261973
52569,0.08333333,0.00105164,0.01261973
52570,0.08333333,0.00105164,0.01261973
52571,0.50000000,0.00630987,0.01261973
52572,0.00000000,0.00000000,0.01261973
52573,0.50000000,0.00630987,0.01261973
52574,1.00000000,0.01261973,0.01261973
52575,0.00000000,0.00000000,0.01261973
52576,0.00000000,0.00000000,0.01261973
52577,0.50000000,0.00630987,0.01261973
52578,1.00000000,0.01261973,0.01261973
52579,0.00000000,0.00000000,0.01261973
52580,0.75000000,0.00946480,0.01261973
52581,0.00000000,0.00000000,0.01261973
52582,0.00000000,0.00000000,0.01261973
52583,0.75000000,0.00946480,0.01261973
52584,1.00000000,0.01261973,0.01261973
52585,0.00000000,0.00000000,0.01261973
52586,1.00000000,0.01261973,0.01261973
52587,0.00000000,0.00000000,0.01261973
52588,0.33333333,0.00420658,0.01261973
52589,0.00000000,0.00000000,0.01261973
52590,0.33333333,0.00420658,0.01261973
52591,0.20000000,0.00252395,0.01261973
52592,0.20000000,0.00252395,0.01261973
52593,0.40000000,0.00504789,0.01261973
52594,0.50000000,0.00630987,0.01261973
52595,0.53658537,0.00677156,0.01261973
52596,0.20000000,0.00252395,0.01261973
52597,0.00000000,0.00000000,0.01261973
52598,0.00000000,0.00000000,0.01261973
52599,0.80000000,0.01009579,0.01261973
52600,0.50000000,0.00630987,0.01261973
52601,0.00000000,0.00000000,0.01261973
52602,0.63235294,0.00798013,0.01261973
52603,0.61538462,0.00776599,0.01261973
52604,0.50000000,0.00630987,0.01261973
52605,0.50000000,0.00630987,0.01261973
52606,0.50000000,0.00630987,0.01261973
52607,1.00000000,0.01261973,0.01261973
52608,1.00000000,0.01261973,0.01261973
52609,1.00000000,0.01261973,0.01261973
52610,0.60000000,0.00757184,0.01261973
52611,0.50000000,0.00630987,0.01261973
52612,0.00000000,0.00000000,0.01261973
52613,1.00000000,0.01261973,0.01261973
52614,0.60000000,0.00757184,0.01261973
52615,0.00000000,0.00000000,0.01261973
52616,0.72727273,0.00917799,0.01261973
52617,0.66666667,0.00841316,0.01261973
52618,0.00000000,0.00000000,0.01261973
52619,0.33333333,0.00420658,0.01261973
52620,0.33333333,0.00420658,0.01261973
52621,0.71428571,0.00901409,0.01261973
52622,0.71428571,0.00901409,0.01261973
52623,0.16666667,0.00210329,0.01261973
52624,0.57142857,0.00721128,0.01261973
52625,0.46153846,0.00582449,0.01261973
52626,0.66666667,0.00841316,0.01261973
52627,0.20000000,0.00252395,0.01261973
52628,0.50000000,0.00630987,0.01261973
52629,0.11111111,0.00140219,0.01261973
52630,0.33333333,0.00420658,0.01261973
52631,0.33333333,0.00420658,0.01261973
52632,0.00000000,0.00000000,0.01261973
52633,0.25000000,0.00315493,0.01261973
52634,0.75000000,0.00946480,0.01261973
52635,0.25000000,0.00315493,0.01261973
52636,0.25000000,0.00315493,0.01261973
52637,0.06250000,0.00078873,0.01261973
52638,0.20000000,0.00252395,0.01261973
52639,0.33333333,0.00420658,0.01261973
52640,0.33333333,0.00420658,0.01261973
52641,0.00000000,0.00000000,0.01261973
52642,0.20000000,0.00252395,0.01261973
52643,0.11111111,0.00140219,0.01261973
52644,0.12500000,0.00157747,0.01261973
52645,0.42857143,0.00540846,0.01261973
52646,0.50000000,0.00630987,0.01261973
52647,0.78534031,0.00991078,0.01261973
52648,0.00000000,0.00000000,0.01261973
52649,1.00000000,0.01261973,0.01261973
52650,1.00000000,0.01261973,0.01261973
52651,1.00000000,0.01261973,0.01261973
52652,1.00000000,0.01261973,0.01261973
52653,1.00000000,0.01261973,0.01261973
52654,1.00000000,0.01261973,0.01261973
52655,0.25000000,0.00315493,0.01261973
52656,1.00000000,0.01261973,0.01261973
52657,1.00000000,0.01261973,0.01261973
52658,1.00000000,0.01261973,0.01261973
52659,0.10638298,0.00134252,0.01261973
52660,1.00000000,0.01261973,0.01261973
52661,0.06666667,0.00084132,0.01261973
52662,1.00000000,0.01261973,0.01261973
52663,0.04761905,0.00060094,0.01261973
52664,0.20000000,0.00252395,0.01261973
52665,1.00000000,0.01261973,0.01261973
52666,0.40000000,0.00504789,0.01261973
52667,0.00000000,0.00000000,0.01261973
52668,0.10000000,0.00126197,0.01261973
52669,0.05555556,0.00070110,0.01261973
52670,0.00000000,0.00000000,0.01261973
52671,0.00000000,0.00000000,0.01261973
52672,0.33333333,0.00420658,0.01261973
52673,0.25000000,0.00315493,0.01261973
52674,0.75000000,0.00946480,0.01261973
52675,0.85714286,0.01081691,0.01261973
52676,0.00000000,0.00000000,0.01261973
52677,0.50000000,0.00630987,0.01261973
52678,0.33333333,0.00420658,0.01261973
52679,0.00000000,0.00000000,0.01261973
52680,0.07142857,0.00090141,0.01261973
52681,0.07142857,0.00090141,0.01261973
52682,0.20000000,0.00252395,0.01261973
52683,0.20000000,0.00252395,0.01261973
52684,0.14285714,0.00180282,0.01261973
52685,0.14285714,0.00180282,0.01261973
52686,0.25000000,0.00315493,0.01261973
52687,0.50000000,0.00630987,0.01261973
52688,0.20000000,0.00252395,0.01261973
52689,0.25000000,0.00315493,0.01261973
52690,0.50000000,0.00630987,0.01261973
52691,1.00000000,0.01261973,0.01261973
52692,0.00000000,0.00000000,0.01261973
52693,1.00000000,0.01261973,0.01261973
52694,0.00000000,0.00000000,0.01261973
52695,0.00000000,0.00000000,0.01261973
52696,1.00000000,0.01261973,0.01261973
52697,1.00000000,0.01261973,0.01261973
52698,0.55555556,0.00701096,0.01261973
52699,0.02857143,0.00036056,0.01261973
52700,0.07142857,0.00090141,0.01261973
52701,0.00000000,0.00000000,0.01261973
52702,0.50000000,0.00630987,0.01261973
52703,0.20000000,0.00252395,0.01261973
52704,0.20000000,0.00252395,0.01261973
52705,0.20000000,0.00252395,0.01261973
52706,0.20000000,0.00252395,0.01261973
52707,0.25000000,0.00315493,0.01261973
52708,0.25000000,0.00315493,0.01261973
52709,0.00000000,0.00000000,0.01261973
52710,0.25000000,0.00315493,0.01261973
52711,1.00000000,0.01261973,0.01261973
52712,0.33333333,0.00420658,0.01261973
52713,0.75000000,0.00946480,0.01261973
52714,0.33333333,0.00420658,0.01261973
52715,0.40000000,0.00504789,0.01261973
52716,0.20000000,0.00252395,0.01261973
52717,0.40000000,0.00504789,0.01261973
52718,1.00000000,0.01261973,0.01261973
52719,0.18750000,0.00236620,0.01261973
52720,0.44444444,0.00560877,0.01261973
52721,0.11111111,0.00140219,0.01261973
52722,0.09090909,0.00114725,0.01261973
52723,1.00000000,0.01261973,0.01261973
52724,0.00000000,0.00000000,0.01261973
52725,0.00000000,0.00000000,0.01261973
52726,0.06250000,0.00078873,0.01261973
52727,0.00000000,0.00000000,0.01261973
52728,0.33333333,0.00420658,0.01261973
52729,0.33333333,0.00420658,0.01261973
52730,0.33333333,0.00420658,0.01261973
52731,0.50000000,0.00630987,0.01261973
52732,0.50000000,0.00630987,0.01261973
52733,0.40000000,0.00504789,0.01261973
52734,0.40000000,0.00504789,0.01261973
52735,0.00000000,0.00000000,0.01261973
52736,0.25000000,0.00315493,0.01261973
52737,0.00000000,0.00000000,0.01261973
52738,0.25000000,0.00315493,0.01261973
52739,1.00000000,0.01261973,0.01261973
52740,1.00000000,0.01261973,0.01261973
52741,1.00000000,0.01261973,0.01261973
52742,0.98529412,0.01243415,0.01261973
52743,1.00000000,0.01261973,0.01261973
52744,1.00000000,0.01261973,0.01261973
52745,0.75000000,0.00946480,0.01261973
52746,0.16666667,0.00210329,0.01261973
52747,0.00000000,0.00000000,0.01261973
52748,0.00000000,0.00000000,0.01261973
52749,0.33333333,0.00420658,0.01261973
52750,0.60000000,0.00757184,0.01261973
52751,0.00000000,0.00000000,0.01261973
52752,0.25000000,0.00315493,0.01261973
52753,0.69230769,0.00873674,0.01261973
52754,0.26086957,0.00329210,0.01261973
52755,1.00000000,0.01261973,0.01261973
52756,0.50000000,0.00630987,0.01261973
52757,0.60000000,0.00757184,0.01261973
52758,0.50000000,0.00630987,0.01261973
52759,0.50000000,0.00630987,0.01261973
52760,0.50000000,0.00630987,0.01261973
52761,0.00000000,0.00000000,0.01261973
52762,0.40000000,0.00504789,0.01261973
52763,0.00000000,0.00000000,0.01261973
52764,0.25000000,0.00315493,0.01261973
52765,0.25000000,0.00315493,0.01261973
52766,0.50000000,0.00630987,0.01261973
52767,1.00000000,0.01261973,0.01261973
52768,0.00000000,0.00000000,0.01261973
52769,1.00000000,0.01261973,0.01261973
52770,0.00000000,0.00000000,0.01261973
52771,0.50000000,0.00630987,0.01261973
52772,1.00000000,0.01261973,0.01261973
52773,0.58620690,0.00739777,0.01261973
52774,1.00000000,0.01261973,0.01261973
52775,0.00000000,0.00000000,0.01261973
52776,0.11111111,0.00140219,0.01261973
52777,0.10000000,0.00126197,0.01261973
52778,0.10000000,0.00126197,0.01261973
52779,0.11111111,0.00140219,0.01261973
52780,0.50000000,0.00630987,0.01261973
52781,0.25000000,0.00315493,0.01261973
52782,0.75000000,0.00946480,0.01261973
52783,0.00000000,0.00000000,0.01261973
52784,0.07142857,0.00090141,0.01261973
52785,0.18181818,0.00229450,0.01261973
52786,0.17857143,0.00225352,0.01261973
52787,0.00000000,0.00000000,0.01261973
52788,0.00000000,0.00000000,0.01261973
52789,0.40000000,0.00504789,0.01261973
52790,0.37500000,0.00473240,0.01261973
52791,0.00000000,0.00000000,0.01261973
52792,0.16666667,0.00210329,0.01261973
52793,0.34455668,0.00434821,0.01261973
52794,0.00000000,0.00000000,0.01261973
52795,1.00000000,0.01261973,0.01261973
52796,0.00000000,0.00000000,0.01261973
52797,0.53061224,0.00669618,0.01261973
52798,0.00000000,0.00000000,0.01261973
52799,1.00000000,0.01261973,0.01261973
52800,0.27272727,0.00344175,0.01261973
52801,0.25000000,0.00315493,0.01261973
52802,0.16666667,0.00210329,0.01261973
52803,0.50000000,0.00630987,0.01261973
52804,1.00000000,0.01261973,0.01261973
52805,1.00000000,0.01261973,0.01261973
52806,1.00000000,0.01261973,0.01261973
52807,0.14285714,0.00180282,0.01261973
52808,0.00000000,0.00000000,0.01261973
52809,0.25000000,0.00315493,0.01261973
52810,1.00000000,0.01261973,0.01261973
52811,0.00000000,0.00000000,0.01261973
52812,0.16666667,0.00210329,0.01261973
52813,0.57142857,0.00721128,0.01261973
52814,0.14285714,0.00180282,0.01261973
52815,0.14285714,0.00180282,0.01261973
52816,0.70000000,0.00883381,0.01261973
52817,0.05000000,0.00063099,0.01261973
52818,0.16666667,0.00210329,0.01261973
52819,1.00000000,0.01261973,0.01261973
52820,0.50000000,0.00630987,0.01261973
52821,0.11111111,0.00140219,0.01261973
52822,1.00000000,0.01261973,0.01261973
52823,0.85714286,0.01081691,0.01261973
52824,0.25000000,0.00315493,0.01261973
52825,0.25000000,0.00315493,0.01261973
52826,0.00000000,0.00000000,0.01261973
52827,1.00000000,0.01261973,0.01261973
52828,0.00000000,0.00000000,0.01261973
52829,0.14285714,0.00180282,0.01261973
52830,0.16666667,0.00210329,0.01261973
52831,0.09090909,0.00114725,0.01261973
52832,0.09090909,0.00114725,0.01261973
52833,0.00000000,0.00000000,0.01261973
52834,0.50000000,0.00630987,0.01261973
52835,0.00000000,0.00000000,0.01261973
52836,0.50000000,0.00630987,0.01261973
52837,0.04651163,0.00058696,0.01261973
52838,0.03225806,0.00040709,0.01261973
52839,1.00000000,0.01261973,0.01261973
52840,0.00000000,0.00000000,0.01261973
52841,0.00000000,0.00000000,0.01261973
52842,0.00000000,0.00000000,0.01261973
52843,1.00000000,0.01261973,0.01261973
52844,0.00000000,0.00000000,0.01261973
52845,0.10000000,0.00126197,0.01261973
52846,0.10000000,0.00126197,0.01261973
52847,0.10000000,0.00126197,0.01261973
52848,0.50000000,0.00630987,0.01261973
52849,0.00000000,0.00000000,0.01261973
52850,0.50000000,0.00630987,0.01261973
52851,0.12500000,0.00157747,0.01261973
52852,0.00000000,0.00000000,0.01261973
52853,0.25000000,0.00315493,0.01261973
52854,0.33333333,0.00420658,0.01261973
52855,0.66666667,0.00841316,0.01261973
52856,0.00000000,0.00000000,0.01261973
52857,0.75000000,0.00946480,0.01261973
52858,0.33333333,0.00420658,0.01261973
52859,0.46153846,0.00582449,0.01261973
52860,0.50000000,0.00630987,0.01261973
52861,0.00000000,0.00000000,0.01261973
52862,0.14285714,0.00180282,0.01261973
52863,0.00000000,0.00000000,0.01261973
52864,0.05882353,0.00074234,0.01261973
52865,0.07142857,0.00090141,0.01261973
52866,0.25000000,0.00315493,0.01261973
52867,0.75000000,0.00946480,0.01261973
52868,0.50000000,0.00630987,0.01261973
52869,0.75000000,0.00946480,0.01261973
52870,0.00000000,0.00000000,0.01261973
52871,0.00000000,0.00000000,0.01261973
52872,0.33333333,0.00420658,0.01261973
52873,0.33333333,0.00420658,0.01261973
52874,0.50000000,0.00630987,0.01261973
52875,0.50000000,0.00630987,0.01261973
52876,0.33333333,0.00420658,0.01261973
52877,0.33333333,0.00420658,0.01261973
52878,0.33333333,0.00420658,0.01261973
52879,0.33333333,0.00420658,0.01261973
52880,0.16666667,0.00210329,0.01261973
52881,0.33333333,0.00420658,0.01261973
52882,0.14285714,0.00180282,0.01261973
52883,0.16666667,0.00210329,0.01261973
52884,0.40000000,0.00504789,0.01261973
52885,0.25000000,0.00315493,0.01261973
52886,0.18750000,0.00236620,0.01261973
52887,0.12500000,0.00157747,0.01261973
52888,0.06250000,0.00078873,0.01261973
52889,0.14814815,0.00186959,0.01261973
52890,0.17241379,0.00217582,0.01261973
52891,0.10344828,0.00130549,0.01261973
52892,0.10344828,0.00130549,0.01261973
52893,0.13793103,0.00174065,0.01261973
52894,0.25000000,0.00315493,0.01261973
52895,1.00000000,0.01261973,0.01261973
52896,0.33333333,0.00420658,0.01261973
52897,0.16666667,0.00210329,0.01261973
52898,0.33333333,0.00420658,0.01261973
